customer_id,age,gender,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,tech_support,online_security,senior_citizen,Churn
CUST00855,74,Female,71,109.56,7251.14,Month-to-month,No,Bank transfer,No,Yes,1,No
CUST00856,28,Male,42,86.78,3506.68,Month-to-month,No,Bank transfer,Yes,Yes,0,No
CUST00857,29,Male,0,,0,Month-to-month,No,Bank transfer,Yes,Yes,0,No
CUST00858,27,Female,50,119.49,5177.18,Month-to-month,DSL,Mailed check,No internet service,No,0,No
CUST00859,49,Male,23,71.78,1487.15,Month-to-month,DSL,Mailed check,No,No internet service,1,No
CUST00860,33,Male,23,57.97,1341.31,Month-to-month,Fiber optic,Credit card,No internet service,No,1,No
CUST00861,25,Male,16,85.23,1186.06,Month-to-month,No,Mailed check,No internet service,Yes,0,No
CUST00862,55,Male,4,29.11,100.74,Two year,DSL,Credit card,No internet service,No internet service,0,No
CUST00863,29,Male,19,82.93,1453.25,Two year,DSL,Electronic check,No internet service,No,0,No
CUST00864,41,Female,20,68.82,1195.31,One year,No,Electronic check,No,No internet service,0,No
CUST00865,45,Male,57,59.48,,Month-to-month,DSL,Mailed check,No,No,0,Yes
CUST00866,70,Male,30,115.21,3094.27,Two year,Fiber optic,Electronic check,No internet service,No,1,No
CUST00867,25,Male,10,71.3,733.78,Month-to-month,Fiber optic,Electronic check,No,No,0,No
CUST00868,75,Male,51,40.35,2071.64,One year,DSL,Bank transfer,Yes,Yes,0,No
CUST00869,45,Female,14,,898.21,Two year,DSL,Bank transfer,No,No,0,No
CUST00870,53,Female,6,111.78,652.83,Month-to-month,Fiber optic,Credit card,No,No internet service,0,No
CUST00871,43,Female,27,35.96,992.95,One year,Fiber optic,Electronic check,No internet service,No internet service,0,No
CUST00872,25,Female,50,39.82,1781.17,Two year,No,Credit card,No,No internet service,0,No
CUST00873,75,Male,57,19.33,1128.94,Two year,DSL,Credit card,No,No,0,Yes
CUST00874,67,Female,4,19.45,78.41,One year,DSL,Electronic check,No internet service,Yes,0,No
CUST00875,45,Male,4,102.6,410.25,Month-to-month,Fiber optic,Mailed check,No internet service,Yes,0,No
CUST00876,45,Male,7,92.68,624.27,Month-to-month,Fiber optic,Electronic check,No,No,0,No
CUST00877,54,,63,54.21,,Month-to-month,DSL,Bank transfer,Yes,No,0,Yes
CUST00878,58,Male,9,89.23,750.64,One year,Fiber optic,Electronic check,No,Yes,0,Yes
CUST00879,53,Male,37,58.31,2176.27,Month-to-month,DSL,Mailed check,No,Yes,0,Yes
CUST00880,44,Female,7,115.2,690.57,Two year,DSL,Credit card,Yes,No,0,No
CUST00881,71,Female,24,116.64,2817.3,Month-to-month,DSL,Credit card,Yes,No,0,Yes
CUST00882,34,Female,72,58.06,3753.99,Month-to-month,Fiber optic,Bank transfer,No,No internet service,0,Yes
CUST00883,26,Female,65,105.13,6005.66,Month-to-month,Fiber optic,,No,No,1,Yes
CUST00884,50,Male,49,96.86,4144.05,One year,Fiber optic,Bank transfer,No,No,0,No
CUST00885,70,Female,66,49.62,2801.53,Month-to-month,Fiber optic,Credit card,Yes,No,0,No
CUST00886,37,Male,48,41.67,1909.59,Month-to-month,No,Bank transfer,No,No internet service,0,Yes
CUST00887,30,Female,35,64.74,2024.93,Month-to-month,DSL,Electronic check,No,No,0,No
CUST00888,45,Male,67,97.7,6859.36,Month-to-month,DSL,Credit card,Yes,No internet service,0,Yes
CUST00889,65,Male,40,115.94,4474.76,Month-to-month,DSL,Mailed check,Yes,No internet service,1,No
CUST00890,46,Female,61,95.89,5133.2,Two year,DSL,Credit card,No,No internet service,0,No
CUST00891,30,Male,9,105.23,935.47,Month-to-month,Fiber optic,Electronic check,No internet service,No,0,Yes
CUST00892,63,Male,20,79.51,1637.19,Month-to-month,Fiber optic,Electronic check,No,Yes,0,Yes
CUST00893,52,Female,35,103.21,3608.87,Two year,Fiber optic,Bank transfer,Yes,Yes,1,Yes
CUST00894,23,Male,11,98.01,932.88,Two year,DSL,Credit card,No,Yes,0,No
CUST00895,35,Female,1,56.45,58.1,One year,DSL,Credit card,No internet service,Yes,0,No
CUST00896,68,Female,12,74.3,,Month-to-month,Fiber optic,Credit card,Yes,Yes,0,No
CUST00897,22,Female,52,100.08,4588.3,Two year,DSL,Mailed check,No,No,0,No
CUST00898,64,Male,31,22.7,605.43,Two year,Fiber optic,Bank transfer,No,No,1,No
CUST00899,42,Male,15,100.42,1448.25,One year,No,Electronic check,Yes,No,0,No
CUST00900,19,Male,31,36.14,987.25,Month-to-month,Fiber optic,Electronic check,No internet service,Yes,0,No
CUST00901,27,Female,31,70.5,2222.47,One year,Fiber optic,Bank transfer,No,No,1,Yes
CUST00902,73,Male,10,100.44,925.72,One year,Fiber optic,Electronic check,No,No,1,No
CUST00903,47,Female,9,43.89,407.88,Month-to-month,DSL,Electronic check,Yes,No,0,Yes
CUST00904,67,Female,14,43.07,580.75,Month-to-month,Fiber optic,Bank transfer,Yes,No internet service,1,No
CUST00905,62,Male,16,59.08,838.02,Two year,DSL,Electronic check,No,Yes,0,No
CUST00906,22,Female,39,109.25,3740.6,One year,DSL,Credit card,No,Yes,0,No
CUST00907,72,Male,17,18.05,296.2,Month-to-month,Fiber optic,Mailed check,Yes,No,1,Yes
CUST00908,73,Male,54,109.94,5950.87,One year,No,Bank transfer,Yes,Yes,0,No
CUST00909,50,Male,72,33.69,2440.96,Month-to-month,DSL,Mailed check,Yes,No,0,Yes
CUST00910,71,Male,24,118.99,2584.9,Month-to-month,Fiber optic,Electronic check,No internet service,No,0,Yes
CUST00911,18,Male,58,115.39,,One year,No,Electronic check,No,Yes,0,No
CUST00912,35,Female,21,68.46,1226.83,Month-to-month,No,Credit card,No internet service,Yes,0,No
CUST00913,49,Female,29,70.3,2009.83,Month-to-month,Fiber optic,Bank transfer,Yes,No,0,No
CUST00914,64,Female,43,67.12,2497.43,Two year,DSL,Electronic check,No internet service,No,0,No
CUST00915,66,Male,31,82.82,2398.36,Month-to-month,No,Bank transfer,Yes,No,0,No
CUST00916,28,Male,50,27.25,1322.08,Month-to-month,DSL,Bank transfer,No,Yes,0,No
CUST00917,38,Male,45,21.33,995.77,Two year,Fiber optic,Bank transfer,No internet service,Yes,1,No
CUST00918,43,Female,20,23.89,435.93,One year,DSL,Bank transfer,No,Yes,0,No
CUST00919,42,Male,31,63.33,1766.82,One year,Fiber optic,Bank transfer,No,Yes,0,No
CUST00920,39,Female,38,46.11,1718.59,Two year,DSL,Mailed check,Yes,No internet service,0,No
CUST00921,44,Female,11,81.45,872.52,Month-to-month,Fiber optic,Credit card,Yes,Yes,0,No
CUST00922,66,Male,46,119.23,5026.19,One year,DSL,Bank transfer,No,No,1,No
CUST00923,30,Male,17,57.4,1010.56,Month-to-month,DSL,Mailed check,No,No internet service,0,Yes
CUST00924,50,Female,20,76.53,1559.64,Two year,Fiber optic,Electronic check,No,Yes,0,No
CUST00925,51,Male,12,60.39,648.44,Month-to-month,No,Bank transfer,No,No,0,Yes
CUST00926,58,Female,20,104.42,1875.03,One year,No,Electronic check,No,No internet service,0,Yes
CUST00927,52,Male,7,110.03,733.59,Month-to-month,DSL,,Yes,No internet service,0,Yes
CUST00928,18,Male,45,107.49,4859.85,Month-to-month,Fiber optic,Mailed check,Yes,No,0,No
CUST00929,38,Female,6,117.39,604.89,One year,Fiber optic,Mailed check,No internet service,No,0,No
CUST00930,65,Male,22,20.81,452.63,One year,DSL,Mailed check,Yes,No internet service,0,No
CUST00931,72,Female,21,103.66,2132.55,One year,DSL,Credit card,No,No,0,No
CUST00932,23,Male,21,94.68,1782.09,Month-to-month,Fiber optic,Electronic check,Yes,No internet service,0,No
CUST00933,45,Female,28,41.33,1141.35,Month-to-month,No,Credit card,No,No,0,No
CUST00934,34,Female,12,115.54,1439.22,One year,Fiber optic,Bank transfer,No,No,0,Yes
CUST00935,22,Male,1,33.11,28.45,Two year,Fiber optic,Electronic check,Yes,No internet service,0,No
CUST00936,48,Female,28,87.31,2234.27,One year,Fiber optic,Mailed check,Yes,,0,No
CUST00937,22,Male,51,40.94,1957.73,Two year,DSL,Electronic check,No,No,0,Yes
CUST00938,55,Male,26,62,1660.12,Two year,Fiber optic,Mailed check,No,Yes,0,No
CUST00939,20,Male,49,91.35,4666.17,One year,Fiber optic,Credit card,Yes,No,0,No
CUST00940,70,Female,22,75.46,1558.56,One year,DSL,Credit card,No,No,0,No
CUST00941,40,Female,43,61.61,2649.25,Two year,No,Mailed check,Yes,No,0,No
CUST00942,54,Male,21,51.29,1030.06,One year,DSL,Mailed check,No internet service,No internet service,0,No
CUST00943,70,Male,42,103.65,4168.53,Two year,No,Bank transfer,No,No internet service,0,No
CUST00944,54,Female,36,32.67,1065.12,One year,Fiber optic,Credit card,Yes,No,0,No
CUST00945,27,Male,60,61.87,3316.45,One year,DSL,Credit card,No,Yes,0,No
CUST00946,27,Male,55,110.18,5499.97,Month-to-month,Fiber optic,Bank transfer,No,No,0,No
CUST00947,36,Female,2,104.28,200.48,Month-to-month,Fiber optic,Credit card,Yes,No,1,Yes
CUST00948,34,Male,62,58.9,3125.32,Two year,DSL,Mailed check,No,No,0,No
CUST00949,38,Female,18,95.84,1779.37,One year,Fiber optic,Electronic check,,No,0,Yes
CUST00950,31,Male,22,101.96,1976.76,One year,Fiber optic,Electronic check,Yes,No,0,No
CUST00951,26,Female,28,108.67,2720.28,Two year,Fiber optic,Credit card,Yes,Yes,0,No
CUST00952,63,Male,29,73.54,2033.82,One year,DSL,Bank transfer,No,Yes,0,Yes
CUST00953,18,Male,38,38.86,1464.9,Month-to-month,Fiber optic,Mailed check,Yes,No,1,Yes
CUST00954,68,Female,24,44.04,918.65,One year,DSL,Electronic check,No,Yes,0,No
CUST00955,62,Male,7,48.16,307.97,One year,Fiber optic,Mailed check,No,No,0,Yes
CUST00956,30,Female,57,78.57,4674.36,Month-to-month,DSL,Credit card,No,No,0,No
CUST00957,21,Male,15,21.35,289.02,Month-to-month,No,Credit card,No,No,1,No
CUST00958,18,Female,71,82.88,5370.24,Month-to-month,Fiber optic,Electronic check,,Yes,0,No
CUST00959,66,Female,0,55.16,0,Month-to-month,Fiber optic,Credit card,No,No internet service,0,Yes
CUST00960,57,Female,4,48.11,165.51,Month-to-month,Fiber optic,Bank transfer,,No,0,Yes
CUST00961,49,Female,2,107.71,203.12,Month-to-month,DSL,Credit card,Yes,No,1,No
CUST00962,51,Male,64,64.92,3847.1,Month-to-month,DSL,Credit card,No internet service,No,0,Yes
CUST00963,45,Male,3,27.7,75.9,Month-to-month,No,Credit card,Yes,Yes,0,Yes
CUST00964,48,Female,63,102.33,5848.14,Month-to-month,No,Mailed check,No,No,0,No
CUST00965,25,Female,9,22.86,178.64,One year,DSL,Mailed check,No,No internet service,0,No
CUST00966,56,,20,92.13,1682.23,Two year,Fiber optic,Electronic check,Yes,No,0,No
CUST00967,43,Male,45,96.94,3745.52,One year,Fiber optic,Electronic check,Yes,No internet service,0,No
CUST00968,75,Male,26,53.97,1411.91,Month-to-month,Fiber optic,Electronic check,No,No,0,Yes
CUST00969,51,Male,65,102.13,6171.41,Month-to-month,DSL,Credit card,No,Yes,0,No
CUST00970,71,Male,40,70.6,2651.12,Month-to-month,DSL,Mailed check,No,Yes,0,No
CUST00971,71,Female,12,65.26,805.61,Month-to-month,DSL,Bank transfer,No internet service,No,0,Yes
CUST00972,20,Female,8,22.63,177.71,Month-to-month,No,Credit card,Yes,No,0,Yes
CUST00973,67,Female,35,47.58,1418.19,Month-to-month,Fiber optic,Credit card,Yes,Yes,0,No
CUST00974,29,Male,57,112.96,6687.48,Month-to-month,Fiber optic,Credit card,No,No internet service,0,No
CUST00975,18,Male,53,57.97,2757.27,Two year,No,Bank transfer,No,No,0,No
CUST00976,71,Male,11,73.76,707.12,Month-to-month,Fiber optic,Electronic check,No,No,0,No
CUST00977,61,Female,13,72.27,942.92,Month-to-month,No,Bank transfer,Yes,No internet service,1,No
CUST00978,22,Female,33,78.22,2452.44,Two year,Fiber optic,Electronic check,No,No internet service,0,No
CUST00979,47,Male,52,24.26,1181.73,Month-to-month,DSL,Bank transfer,No,No,0,No
CUST00980,47,Female,19,54.94,939.37,Month-to-month,No,Mailed check,No,No internet service,0,Yes
CUST00981,74,Male,15,91.76,1320.65,One year,Fiber optic,Credit card,No,No internet service,0,No
CUST00982,34,Male,69,38.46,2401.31,One year,DSL,Credit card,No,No,0,No
CUST00983,65,Female,55,38.76,2196.43,One year,DSL,Credit card,No,Yes,0,Yes
CUST00984,64,Male,57,19.03,968.69,Month-to-month,DSL,Electronic check,Yes,Yes,0,Yes
CUST00985,40,Female,3,62.62,192.91,Month-to-month,Fiber optic,Bank transfer,Yes,No,0,No
CUST00986,32,Male,3,108.04,311.76,Month-to-month,No,Mailed check,No,No,0,Yes
CUST00987,54,Female,19,23.29,449.46,Month-to-month,No,Bank transfer,No,No internet service,0,No
CUST00988,38,Female,9,37.49,334.9,Two year,No,Credit card,,No,0,Yes
CUST00989,31,Female,23,49.63,1129.32,One year,DSL,Mailed check,No,No,0,No
CUST00990,19,Male,25,92.64,2118.84,Month-to-month,Fiber optic,Mailed check,No,No internet service,1,Yes
CUST00991,28,Male,36,83.34,2690.55,One year,DSL,Credit card,No internet service,No internet service,0,No
CUST00992,68,Female,53,60.43,2857.46,Month-to-month,No,Bank transfer,Yes,No,0,No
CUST00993,56,Female,20,95.43,1949.52,Two year,Fiber optic,Credit card,Yes,Yes,0,Yes
CUST00994,55,Male,37,80.18,3008.45,Month-to-month,Fiber optic,Bank transfer,Yes,No,0,No
CUST00995,,Male,45,109.4,4618.34,Month-to-month,Fiber optic,Mailed check,No,No,0,Yes
CUST00996,55,Male,3,101.44,266.73,Month-to-month,Fiber optic,Mailed check,No,No,0,Yes
CUST00997,67,Female,59,43.79,2393.59,One year,DSL,Credit card,Yes,No,0,No
CUST00998,51,Male,56,45.69,2491.78,One year,No,Mailed check,No,No internet service,0,No
CUST00999,35,Male,44,30.79,1274.67,Month-to-month,No,Electronic check,Yes,No,1,Yes
CUST01000,47,Female,19,52.37,1001.04,Month-to-month,DSL,Mailed check,No,No,0,Yes
